1 846 60
1 393 243
1 606 342
1 618 348
1 477 357
1 621 357
1 468 360
1 525 378
1 405 390
1 513 390
1 447 417
1 438 420
1 450 432
1 624 438
1 711 438
1 480 444
1 483 450
1 279 453
1 408 456
1 411 456
1 924 462
1 927 462
1 273 471
1 276 471
1 651 477
1 279 480
1 630 483
1 339 486
1 273 489
1 402 492
1 354 495
1 474 495
1 615 495
1 348 498
1 627 498
1 333 501
1 342 501
1 348 501
1 588 519
1 588 522
1 489 549
1 477 558
1 399 561
1 477 564
1 489 579
1 291 582
1 288 585
1 477 585
1 489 588
1 498 588
1 528 588
1 567 591
1 573 591
1 570 594
1 468 603
1 471 603
1 468 606
1 831 606
1 471 609
1 462 612
1 465 612
1 522 615
1 465 618
1 477 621
1 471 624
1 522 624
1 474 627
1 468 630
1 564 630
1 552 804
1 552 807
