3 3666 260
3 1703 1053
3 2626 1482
3 2678 1508
3 2067 1547
3 2691 1547
3 2028 1560
3 2275 1638
3 1755 1690
3 2223 1690
3 1937 1807
3 1898 1820
3 1950 1872
3 2704 1898
3 3081 1898
3 2080 1924
3 2093 1950
3 1209 1963
3 1768 1976
3 1781 1976
3 4004 2002
3 4017 2002
3 1183 2041
3 1196 2041
3 2821 2067
3 1209 2080
3 2730 2093
3 1469 2106
3 1183 2119
3 1742 2132
3 1534 2145
3 2054 2145
3 2665 2145
3 1508 2158
3 2717 2158
3 1443 2171
3 1482 2171
3 1508 2171
3 2548 2249
3 2548 2262
3 2119 2379
3 2067 2418
3 1729 2431
3 2067 2444
3 2119 2509
3 1261 2522
3 1248 2535
3 2067 2535
3 2119 2548
3 2158 2548
3 2288 2548
3 2457 2561
3 2483 2561
3 2470 2574
3 2028 2613
3 2041 2613
3 2028 2626
3 3601 2626
3 2041 2639
3 2002 2652
3 2015 2652
3 2262 2665
3 2015 2678
3 2067 2691
3 2041 2704
3 2262 2704
3 2054 2717
3 2028 2730
3 2444 2730
3 2392 3484
3 2392 3497
